,title,item_id,recommend_int
61466,The Crew™,241560,1
61472,The Crew™,241560,0
61508,Game of Thrones - A Telltale Games Series,330840,1
61526,Game of Thrones - A Telltale Games Series,330840,0
61535,Potatoman Seeks the Troof,328500,1
61538,The Old City: Leviathan,297350,1
61540,Rugby Union Team Manager 2015,328830,1
61545,Rising World,324080,1
61546,Rising World,324080,0
61570,Quantum Rush Champions,317440,0
61571,Quantum Rush Champions,317440,1
61582,Geometry Wars™ 3: Dimensions Evolved,310790,1
61585,Tales from the Borderlands,330830,1
61624,Tales from the Borderlands,330830,0
61641,Instant Dungeon!,326720,0
61643,Lost Saga NA,266150,1
61644,Lost Saga NA,266150,0
61649,Akaneiro: Demon Hunters,230310,1
61653,The Jackbox Party Pack,331670,1
61662,Final Rush,263480,1
61666,OCEAN CITY RACING: Redux,311400,1
61667,OCEAN CITY RACING: Redux,311400,0
61676,This War of Mine,282070,1
61691,This War of Mine,282070,0
61841,Lords of Xulima,296570,1
61842,Bloons TD 5,306020,1
61862,Everlasting Summer,331470,1
61868,Everlasting Summer,331470,0
61934,Robotex,330350,1
61938,Dragon: The Game,305960,0
61948,Eldevin,298160,1
61951,Eldevin,298160,0
61978,Five Nights at Freddy's 2,332800,1
61994,Five Nights at Freddy's 2,332800,0
62034,Assassin's Creed® Unity,289650,1
62035,Assassin's Creed® Unity,289650,0
62108,Valkyria Chronicles™,294860,1
62118,Valkyria Chronicles™,294860,0
62159,Get Off My Lawn!,260410,1
62160,Get Off My Lawn!,260410,0
62165,Retro City Rampage™ DX,204630,1
62201,LEGO® Batman™3: Beyond Gotham,313690,0
62202,LEGO® Batman™3: Beyond Gotham,313690,1
62215,Over The Void,330470,0
62216,Deep Eclipse: New Space Odyssey,326990,1
62218,The Detail,319970,1
62220,Lords Of The Fallen™,265300,1
62221,Lords Of The Fallen™,265300,0
62228,The Forest of Doom,270490,1
62237,Majestic Nights,284140,1
62241,Buzz Aldrin's Space Program Manager,308270,1
62243,AXYOS,318100,0
62244,AXYOS,318100,1
62251,Call of Duty®: Advanced Warfare - Gold Edition,209650,0
62252,Call of Duty®: Advanced Warfare - Gold Edition,209650,1
62315,Depth,274940,1
62352,Depth,274940,0
62397,Skara - The Blade Remains,274620,0
62402,Dungeon of the Endless™,249050,1
62454,Hardland,321980,1
62459,The Shopkeeper,324610,0
62461,Double Action: Boogaloo,317360,1
62614,Sid Meier's Civilization®: Beyond Earth™,65980,1
62619,Sid Meier's Civilization®: Beyond Earth™,65980,0
62639,Squishy the Suicidal Pig,318430,1
62640,Squishy the Suicidal Pig,318430,0
62677,Ziggurat,308420,1
62701,Paranautical Activity: Deluxe Atonement Edition,250580,1
62705,Paranautical Activity: Deluxe Atonement Edition,250580,0
62719,Door Kickers,248610,1
62755,Jagged Alliance Flashback,256010,0
62756,Jagged Alliance Flashback,256010,1
62761,DeadCore,284460,1
62763,Supreme Ruler Ultimate,314980,1
62766,Eufloria HD,221180,1
62768,DIG IT! - A Digger Simulator,311910,0
62769,Legend of Grimrock 2,251730,1
62775,Salt,327860,1
62805,Pox Nora,201210,1
62820,Borderlands: The Pre-Sequel,261640,1
62824,Borderlands: The Pre-Sequel,261640,0
62974,Sleeping Dogs: Definitive Edition,307690,1
62980,Sleeping Dogs: Definitive Edition,307690,0
62995,A.R.E.S. Extinction Agenda EX,315340,0
62997,Damned,251170,1
63002,Damned,251170,0
63006,Disney•Pixar Cars 2: The Video Game,301760,1
63007,Disney•Pixar Cars 2: The Video Game,301760,0
63012,Alien: Isolation,214490,1
63025,Alien: Isolation,214490,0
63049,FINAL FANTASY® XIII,292120,1
63053,FINAL FANTASY® XIII,292120,0
63059,Ryse: Son of Rome,302510,1
63060,Ryse: Son of Rome,302510,0
63070,Save the Furries,325110,1
63071,Disney Universe,316260,1
63073,Cavern Kings,321830,1
63085,Khet 2.0,312720,1
63088,Gauntlet™ Slayer Edition,258970,1
63089,Gauntlet™ Slayer Edition,258970,0
63106,Schrödinger’s Cat And The Raiders Of The Lost Quark,295490,1
63108,TransOcean: The Shipping Company,289930,1
63114,Beyond Gravity,317510,1
63116,911: First Responders®,323610,1
63122,The Vanishing of Ethan Carter,258520,1
63132,Command: Modern Air / Naval Operations WOTY,321410,1
63134,Starpoint Gemini 2,236150,1
63136,Starpoint Gemini 2,236150,0
63152,TinyKeep,278620,1
63160,STARWHAL,263020,1
63188,Outland,305050,1
63191,6180 the moon,299660,1
63195,The Stalin Subway,311140,0
63196,Quake Live™,282440,0
63197,Quake Live™,282440,1
63231,FINAL FANTASY IV,312750,1
63233,Shadowrun: Dragonfall - Director's Cut,300550,1
63245,Uriel's Chasm,292630,0
63248,Uriel's Chasm,292630,1
63281,Hexcells Infinite,304410,1
63293,Runers,306550,1
63295,Borealis,307170,1
63298,Train Fever,304730,1
63307,Anarchy Arcade,266430,1
63311,Anarchy Arcade,266430,0
63379,Hatoful Boyfriend,310080,1
63412,Boo Bunny Plague,313590,1
63415,Dead Rising 3 Apocalypse Edition,265550,1
63423,Dead Rising 3 Apocalypse Edition,265550,0
63437,Infinity Wars: Animated Trading Card Game,257730,1
63461,Velocibox,317710,1
63465,Ford Racing 3,315600,1
63468,Hack 'n' Slash,246070,0
63469,Hack 'n' Slash,246070,1
63474,Toast Time,316660,0
63478,Lethal League,261180,1
63544,Darkwind: War on Wheels,295710,0
63545,Darkwind: War on Wheels,295710,1
63562,Mountain,313340,1
63567,Mountain,313340,0
63690,Detective Grimoire,272600,1
63694,ACE - Arena: Cyber Evolution,285580,0
63695,ACE - Arena: Cyber Evolution,285580,1
63712,Depression Quest,270170,1
63714,Depression Quest,270170,0
63768,Risen 3 - Titan Lords,249230,0
63769,Five Nights at Freddy's,319510,0
63770,Five Nights at Freddy's,319510,1
63961,King's Bounty: Dark Side,289520,0
63963,Depth Hunter 2: Deep Dive,248530,1
63969,Cubic Castles,317470,0
63970,Cubic Castles,317470,1
64005,OTTTD,312630,1
64011,Ultra Street Fighter® IV,45760,1
64020,Ultra Street Fighter® IV,45760,0
64029,Amazing World™,293500,1
64033,Amazing World™,293500,0
64069,From the Depths,268650,1
64132,Royal Quest,295550,1
64141,Royal Quest,295550,0
64162,Battle Islands,305260,1
64177,Epigenesis,244590,1
64189,Z Steel Soldiers,275510,1
64190,Guns and Robots,293540,1
64191,Guns and Robots,293540,0
64220,Mount Your Friends,296470,1
64237,Mount Your Friends,296470,0
64295,Industry Empire,291930,0
64297,Colin McRae Rally,287340,0
64298,Colin McRae Rally,287340,1
64301,Pixel Piracy,264140,1
64306,Pixel Piracy,264140,0
64433,Lovely Planet,298600,1
64447,Super Trench Attack!,311870,1
64450,Gods Will Be Watching,274290,1
64451,Gods Will Be Watching,274290,0
64464,Terrorhedron Tower Defense,299720,1
64467,UnEpic,233980,1
64494,Only If,298260,1
64498,Only If,298260,0
64530,The Fifth Day,312210,1
64533,The Fifth Day,312210,0
64562,Murder Miners,274900,1
64563,Murder Miners,274900,0
64596,OlliOlli,274250,0
64597,OlliOlli,274250,1
64604,Blood: One Unit Whole Blood,299030,0
64605,Blood: One Unit Whole Blood,299030,1
64608,Super Panda Adventures,311190,1
64623,Soul Gambler,313020,1
64624,Soul Gambler,313020,0
64632,Radiant Defense,302970,1
64634,Abyss Odyssey,255070,0
64649,Aperture Tag: The Paint Gun Testing Initiative,280740,1
64650,Aperture Tag: The Paint Gun Testing Initiative,280740,0
64685,Wild Warfare,312150,1
64705,Meridian: New World,265120,1
64707,Real Boxing™,296770,1
64708,Elsword,237310,1
64726,Elsword,237310,0
64852,Aeon Command,304670,1
64858,Asteria,307130,1
64861,FIST OF AWESOME,305070,1
64864,Aura Kingdom,268420,1
64873,Aura Kingdom,268420,0
64969,Z,275530,1
64971,NEOTOKYO,244630,0
64973,NEOTOKYO,244630,1
64981,Memories of a Vagabond,307070,1
64990,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,260230,1
65006,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,260230,0
65017,Don Bradman Cricket 14,216260,1
65020,Don Bradman Cricket 14,216260,0
65029,Shovel Knight: Treasure Trove,250760,1
65080,GRID Autosport,255220,1
65090,Sniper Elite 3,238090,1
65094,Sniper Elite 3,238090,0
65118,WORLD END ECONOMiCA episode.01,269250,1
65119,Heroes Rise: The Prodigy,299540,1
65123,Crimsonland,262830,1
65126,Ichi,300300,1
65129,SPINTIRES™,263280,1
65132,SPINTIRES™,263280,0
65231,Space Run,275670,1
65233,Farm for your Life,266390,1
65241,Knightmare Tower,298400,0
65244,Rise of Nations: Extended Edition,287450,1
65270,The Entente Gold,285480,1
65271,Floating Point,302380,1
65281,Floating Point,302380,0
65307,Haunt the House: Terrortown,270630,1
65313,Racer 8,292380,1
65315,Freddi Fish 5: The Case of the Creature of Coral Cove,294570,1
65323,Ionball 2: Ionstorm,287120,1
65325,Crimzon Clover WORLD IGNITION,285440,1
65327,FLASHOUT 2,298340,1
65331,Dead Bits,303390,0
65333,Dead Bits,303390,1
65400,Pandora: First Contact,287580,1
65402,Astebreed: Definitive Edition,283680,1
65408,Ampu-Tea,289090,1
65409,Ampu-Tea,289090,0
65423,Murdered: Soul Suspect,233290,1
65428,Murdered: Soul Suspect,233290,0
65441,Battlepaths,296050,1
65443,theHunter Classic,253710,0
65446,theHunter Classic,253710,1
65738,Bus Driver,302080,1
65742,Defiance,224600,1
65748,Defiance,224600,0
65938,Noir Syndrome,299780,1
65941,Trucks &amp; Trailers,302060,0
65943,Meltdown,268220,1
65945,Among the Sleep - Enhanced Edition,250620,1
65969,They Breathe,294140,0
65970,They Breathe,294140,1
65975,ibb &amp; obb,95400,1
65993,Watch_Dogs™,243470,1
65994,Watch_Dogs™,243470,0
66099,FINAL FANTASY III,239120,1
66101,Super Game Jam,288290,1
66102,"Warhammer 40,000: Kill Team",275610,0
66103,Hippocampal: The White Sofa,300900,1
66104,A Story About My Uncle,278360,0
66105,A Story About My Uncle,278360,1
66146,G-Ball,296150,0
66150,Arcadecraft,297330,1
66154,The Great Jitters: Pudding Panic,296650,1
66158,Wolfenstein: The New Order,201810,1
66163,Wolfenstein: The New Order,201810,0
66198,Transistor,237930,1
66318,Fiesta Online NA,300970,0
66319,Fiesta Online NA,300970,1
66324,Muffin Knight,263700,0
66328,RollerCoaster Tycoon® 2: Triple Thrill Pack,285330,1
66330,RollerCoaster Tycoon®: Deluxe,285310,0
66331,RollerCoaster Tycoon®: Deluxe,285310,1
66336,World of Guns: Gun Disassembly,262410,1
66348,World of Guns: Gun Disassembly,262410,0
66414,Turbo Dismount™,263760,1
66474,CubeGun,299420,0
66478,Firefighters 2014,291910,1
66480,Victim of Xen,300220,1
66486,Always Sometimes Monsters,274310,1
66500,Speed Kills,284930,1
66503,RADical ROACH Remastered,301750,0
66504,RADical ROACH Remastered,301750,1
66527,100% Orange Juice,282800,1
66528,100% Orange Juice,282800,0
66555,Jumpdrive,291250,1
66560,DYNASTY WARRIORS 8: Xtreme Legends Complete Edition / 真・三國無双７ with 猛将伝,278080,1
66563,DYNASTY WARRIORS 8: Xtreme Legends Complete Edition / 真・三國無双７ with 猛将伝,278080,0
66572,Memento Mori 2,237970,0
66574,RUNNING WITH RIFLES,270150,1
66581,RUNNING WITH RIFLES,270150,0
66592,Full Mojo Rampage,225280,1
66598,Crystal Caves,358260,1
66599,Word Rescue,358340,1
66601,Action! - Gameplay Recording and Streaming,228180,1
66609,Tesla Effect: A Tex Murphy Adventure,261510,1
66611,The Impossible Game,251630,1
66615,Supreme Ruler 1936,244410,1
66618,Famaze,297210,1
66623,Putt-Putt® Goes to the Moon,294650,1
66625,The Desolate Hope,298180,1
66633,8BitBoy™,296910,1
66636,GunZ 2: The Second Duel,242720,0
66638,GunZ 2: The Second Duel,242720,1
66723,Cinders,293680,1
66726,"Spy Fox 2 ""Some Assembly Required""",292240,1
66730,Pajama Sam 2: Thunder and Lightning Aren't So Frightening,292780,1
66732,Chaos Domain,287100,0
66734,"Sir, You Are Being Hunted",242880,1
66745,"Sir, You Are Being Hunted",242880,0
66770,Cosmo's Cosmic Adventure,358250,1
66772,Hocus Pocus,358290,1
66774,DARK SOULS™ II,236430,1
66778,DARK SOULS™ II,236430,0
66910,ArcheBlade™,207230,0
66912,ArcheBlade™,207230,1
67009,Canyon Capers,275490,0
67013,Canyon Capers,275490,1
67024,The Promised Land,296240,1
67030,Battlepillars Gold Edition,280930,0
67031,Battlepillars Gold Edition,280930,1
67042,Daylight,230840,1
67050,Child of Light,256290,0
67051,Child of Light,256290,1
67059,Evopollution,295990,0
67060,Trials Fusion™,245490,1
67063,Trials Fusion™,245490,0
67064,Aveyond 3-2: Gates of Night,278490,0
67068,Overcast - Walden and the Werewolf,293180,1
67074,Millie,294230,1
67077,Thinking with Time Machine,286080,1
67141,Life Goes On: Done to Death,250050,1
67145,Wargame: Red Dragon,251060,1
67160,SuperPower 2 Steam Edition,282400,1
67162,NEStalgia,249550,1
67165,Avoid - Sensory Overload,286660,1
67167,Strike Suit Zero: Director's Cut,288370,1
67169,LEGO® The Hobbit™,285160,1
67170,LEGO® The Hobbit™,285160,0
67181,Warlock 2: The Exiled,205990,1
67182,T.E.C. 3001,280910,1
67185,ReignMaker,286200,1
67186,ReignMaker,286200,0
67195,FootLOL: Epic Fail League,263740,1
67207,"Spy Fox in ""Dry Cereal""",283980,1
67209,Praetorians,277460,1
67212,Imperial Glory,277450,1
67213,Adventure Time: Finn and Jake's Epic Quest,258590,1
67215,Beware Planet Earth,267340,0
67218,Creeper World 3: Arc Eternal,280220,1
67227,Spate,269810,0
67230,My Riding Stables: Life with Horses,276340,1
67236,Yet Another Zombie Defense,270550,1
67246,Yet Another Zombie Defense,270550,0
67416,TUG,277930,1
67420,Bardbarian,269490,1
67432,Goat Simulator,265930,1
67437,Goat Simulator,265930,0
68209,Real Horror Stories Ultimate Edition,281370,0
68211,Real Horror Stories Ultimate Edition,281370,1
68216,Batman™: Arkham Origins Blackgate - Deluxe Edition,267490,0
68218,Scourge: Outbreak,227560,1
68220,MXGP - The Official Motocross Videogame,256370,1
68223,Breach &amp; Clear,266130,1
68239,Montas,269350,0
68240,Montas,269350,1
68245,Ubersoldier II,281410,1
68246,Explodemon,281820,0
68247,Explodemon,281820,1
68254,Call of Duty®: Ghosts,209160,1
68258,Call of Duty®: Ghosts,209160,0
68335,Litil Divil,283430,1
68337,Revolution Ace,274560,0
68340,Free to Play,245550,1
68374,Panzer Corps,268400,1
68375,Squirt's Adventure,263180,1
68378,Nosferatu: The Wrath of Malachi,283290,1
68382,City of Steam: Arkadia,266070,1
68386,Year Walk,269050,1
68398,Infested Planet,204530,1
68410,Corporate Lifestyle Simulator,261880,1
68413,Dragons and Titans,263500,1
68418,Dragons and Titans,263500,0
68443,Hard Truck Apocalypse / Ex Machina,285500,1
68446,Manga Maker Comipo,262490,1
68449,Obscure,254460,1
68455,Obscure II (Obscure: The Aftermath),254480,1
68457,resident evil 4 / biohazard 4,254700,1
68461,resident evil 4 / biohazard 4,254700,0
68471,Thief,239160,1
68473,Thief,239160,0
68515,Catzilla 4K - Advanced,261920,1
68516,One Way Heroics,266210,1
68526,Chuck's Challenge 3D,262590,1
68527,One Finger Death Punch,264200,1
68548,One Finger Death Punch,264200,0
68662,Vanguard Princess Director's Cut,281050,1
68666,South Park™: The Stick of Truth™,213670,1
68674,South Park™: The Stick of Truth™,213670,0
68915,Tower of Guns,266110,1
68923,Drifter,259450,1
68927,STRIDER™ / ストライダー飛竜®,235210,0
68929,99 Levels To Hell,264280,0
68931,Drunken Robot Pornography,209060,1
68947,Humanity Asset,271640,0
68949,EvilQuest,263820,1
68953,Go! Go! Nippon! ~My First Trip to Japan~,251870,0
68954,Go! Go! Nippon! ~My First Trip to Japan~,251870,1
68964,Skyborn,278460,1
68966,Sudeki,233350,1
68969,liteCam Game: 100 FPS Game Capture,269290,1
68973,Warehouse and Logistics Simulator,273940,0
68975,FINAL FANTASY XIV Online,39210,1
68979,FINAL FANTASY XIV Online,39210,0
69001,Dogs of War Online,219700,1
69003,Nightmares from the Deep: The Cursed Heart,259740,1
69007,Jets'n'Guns Gold,262260,1
69009,Fading Hearts,259720,1
69015,Super Killer Hornet: Resurrection,271860,1
69016,Probably Archery,263420,1
69017,Probably Archery,263420,0
69024,Double Dragon: Neon,252350,1
69030,The LEGO® Movie - Videogame,267530,1
69040,Jazzpunk: Director's Cut,250260,1
69057,Jazzpunk: Director's Cut,250260,0
69088,LOVE,269270,1
69094,Game Tycoon 1.5,273770,0
69096,//N.P.P.D. RUSH//- The milk of Ultraviolet,270090,0
69097,//N.P.P.D. RUSH//- The milk of Ultraviolet,270090,1
69100,Let's Sing,268260,1
69102,Sniper Art of Victory,271500,1
69104,Loadout Steam Launch Starter Pack,271520,1
69116,Loadout,208090,1
69119,Loadout,208090,0
69902,Glacier 3: The Meltdown,267940,0
69906,Might &amp; Magic X - Legacy,238750,0
69907,Might &amp; Magic X - Legacy,238750,1
69910,Signs of Life,263200,1
69916,Strike Vector,246700,1
69920,Strike Vector,246700,0
69936,Broken Age,232790,1
69940,Broken Age,232790,0
69987,Hitman: Contracts,247430,1
69988,Blackguards,249650,1
69989,Blackguards,249650,0
69994,The Banner Saga,237990,1
70002,The Banner Saga,237990,0
70021,Next Car Game: Wreckfest,228380,1
70023,Next Car Game: Wreckfest,228380,0
70171,Loren The Amazon Princess,257970,1
70173,METAL GEAR RISING: REVENGEANCE,235460,1
70184,METAL GEAR RISING: REVENGEANCE,235460,0
70202,3089 -- Futuristic Action RPG,263360,1
70214,War of the Human Tanks,263400,1
70223,Kingdom Rush,246420,1
70268,Continue?9876543210,263340,1
70271,Unearthed: Trail of Ibn Battuta - Episode 1 - Gold Edition,263680,0
70272,Unearthed: Trail of Ibn Battuta - Episode 1 - Gold Edition,263680,1
70280,Driftmoon,263380,1
70283,Gunman Clive,262550,1
70291,Grimm,252150,1
70297,UFO: Afterlight,237950,0
70299,Dementium II HD,217100,1
70305,The Walking Dead: Season 2,261030,1
70336,The Walking Dead: Season 2,261030,0
70415,Ballpoint Universe - Infinite,259390,1
70419,Zigfrak,259430,0
70422,Teslagrad,249590,0
70423,Violett Remastered,257830,0
70424,Violett Remastered,257830,1
70427,Blockland,250340,1
70430,Blockland,250340,0
70469,DayZ,221100,1
70480,DayZ,221100,0
73161,OMSI 2: Steam Edition,252530,0
73163,OMSI 2: Steam Edition,252530,1
73168,Rust,252490,1
73169,Rust,252490,0
77494,Tiny Brains,253690,1
77502,NEO Scavenger,248860,1
77503,NEO Scavenger,248860,0
77532,Velocity®Ultra,244890,1
77534,Nimble Quest,259780,1
77537,Gomo,265330,1
77539,The Novelist,245150,1
77542,FINAL FANTASY VIII,39150,1
77552,SteamWorld Dig,252410,1
77558,Marvel Puzzle Quest,234330,1
77559,Marvel Puzzle Quest,234330,0
77570,Draw a Stickman: EPIC,248650,1
77579,Tiny Barbarian DX,253350,1
77581,Vector,248970,0
77582,Vector,248970,1
77585,Dead Sky,259700,1
77586,Dead Sky,259700,0
77591,Gas Guzzlers Extreme,243800,1
77600,Professional Farmer 2014,258880,1
77601,3079 -- Block Action RPG,259620,1
77607,Hero of the Kingdom,259550,1
77611,X Rebirth,2870,1
77612,X Rebirth,2870,0
77621,Contrast,224460,1
77633,Dungeonland,218130,1
77654,Injustice: Gods Among Us Ultimate Edition,242700,1
77664,Injustice: Gods Among Us Ultimate Edition,242700,0
77665,Intake,237760,1
77667,Fuse,257400,1
77675,Neighbours from Hell Compilation,260750,1
77677,Final Exam,233190,1
77679,Avadon 2: The Corruption,233310,0
77682,Valdis Story: Abyssal City,252030,1
77685,No More Room in Hell,224260,1
77707,No More Room in Hell,224260,0
78393,Magicka: Wizards of the Square Tablet,247580,1
78396,Sniper Elite: Nazi Zombie Army 2,247910,0
78397,Sniper Elite: Nazi Zombie Army 2,247910,1
78416,Ragnarok Online,215100,1
78422,Heli Heroes,259320,0
78426,Journey of a Roach,255300,1
78428,Pinball Arcade,238260,1
78432,PAC-MAN™ and the Ghostly Adventures,239720,1
78434,Truck Racer,256070,1
78435,Pool Nation,254440,0
78436,Pool Nation,254440,1
78470,Stronghold HD,40950,1
78472,Stronghold Crusader HD,40970,1
78473,Stronghold Crusader HD,40970,0
78480,Eldritch,252630,1
78492,Skyscraper Simulator,252910,1
78493,LEGO® Marvel™ Super Heroes,249130,1
78498,LEGO® Marvel™ Super Heroes,249130,0
78569,Defense Technica,233110,0
78571,FORCED: Slightly Better Edition,249990,1
78579,Sparkle 2 Evo,253650,0
78580,Sparkle 2 Evo,253650,1
78591,Demonicon,215630,1
78594,ENSLAVED™: Odyssey to the West™ Premium Edition,245280,1
78606,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,234670,1
78662,Batman™: Arkham Origins,209000,1
78668,Batman™: Arkham Origins,209000,0
78788,WRC 4 FIA World Rally Championship,256330,0
78789,WRC 4 FIA World Rally Championship,256330,1
78791,Nihilumbra,252670,1
78794,Tetrobot and Co.,235980,1
78796,Democracy 3,245470,0
78797,Democracy 3,245470,1
78841,Talisman: Prologue,258200,1
78844,Day One : Garry's Incident,242800,0
78845,Day One : Garry's Incident,242800,1
78871,Shadow Warrior,233130,1
78943,Dysfunctional Systems: Learning to Manage Chaos,248800,1
78959,Gorky 17,253920,1
78963,World War III: Black Gold,254080,0
78964,Septerra Core,253940,0
78965,Legends of Aethereus,248410,1
78968,Rise of Venice,227020,0
78970,The Inner World,251430,1
78976,Daikatana,242980,0
78977,Enclave,253980,0
78978,Enclave,253980,1
78985,Knock-knock,250380,1
78986,Tactical Intervention,51100,1
78995,Tactical Intervention,51100,0
79150,Bionic Dues,238910,0
79151,Bionic Dues,238910,1
79159,"Cook, Serve, Delicious!",247020,1
79203,Rise of Flight United,244050,0
79204,Rise of Flight United,244050,1
79209,Amnesia: A Machine for Pigs,239200,1
79210,Amnesia: A Machine for Pigs,239200,0
79239,PlayClaw 5 - Game Recording and Streaming,237370,1
79243,Arma 3,107410,1
79246,Arma 3,107410,0
80023,Volgarr the Viking,247240,1
80035,THE KING OF FIGHTERS XIII STEAM EDITION,222940,1
80042,Memoria,243200,1
80044,Total War™: ROME II - Emperor Edition,214950,1
80047,Total War™: ROME II - Emperor Edition,214950,0
80129,Rayman® Legends,242550,1
80131,Gone Home,232430,1
80141,Gone Home,232430,0
80199,Brothers - A Tale of Two Sons,225080,1
80307,Unholy Heights,249330,1
80310,Hate Plus,239700,1
80311,The Bureau: XCOM Declassified,65930,1
80314,The Bureau: XCOM Declassified,65930,0
80321,Saints Row IV,206420,1
80343,Saints Row IV,206420,0
80633,Divekick,244730,1
80634,Divekick,244730,0
80645,Tom Clancy’s Splinter Cell Blacklist,235600,1
80646,Tom Clancy’s Splinter Cell Blacklist,235600,0
80689,Skullgirls,245170,0
80690,Skullgirls,245170,1
80827,Spelunky,239350,1
80828,Spelunky,239350,0
80853,"Papers, Please",239030,1
80911,"Papers, Please",239030,0
80999,Guacamelee! Gold Edition,214770,1
81004,Guacamelee! Gold Edition,214770,0
81035,Europa Universalis IV,236850,0
81036,Europa Universalis IV,236850,1
81121,Guncraft,241720,1
81122,Guncraft,241720,0
81129,Hammerwatch,239070,1
81141,Hammerwatch,239070,0
81181,Teleglitch: Die More Edition,234390,1
81195,Magic 2014 — Duels of the Planeswalkers,213850,1
81202,Leisure Suit Larry in the Land of the Lounge Lizards: Reloaded,231910,0
81205,Rogue Legacy,241600,1
81331,Interstellar Marines,236370,1
81355,Interstellar Marines,236370,0
81486,TrackMania² Stadium,232910,1
81487,TrackMania² Stadium,232910,0
81502,MotoGP™13,240600,1
81505,Magrunner: Dark Pulse,209630,1
81507,Wargame: Airland Battle,222750,1
81514,Wargame: Airland Battle,222750,0
81521,The Swapper,231160,1
81533,99 Spirits,258090,1
81545,Fallen Enchantress: Legendary Heroes,228260,0
81546,Fallen Enchantress: Legendary Heroes,228260,1
81554,The Incredible Adventures of Van Helsing,215530,1
81578,Dust: An Elysian Tail,236090,1
81734,Rush Bros.,234490,0
81735,Rush Bros.,234490,1
81749,Call of Juarez® Gunslinger,204450,1
81785,Gunpoint,206190,1
81829,Gunpoint,206190,0
81923,GRID 2,44350,1
81925,GRID 2,44350,0
81957,Super Sanctum TD,235250,1
81966,System Shock 2,238210,1
81980,Thunder Wolves,232970,1
81983,Anomaly 2,236730,1
81986,Receiver,234190,1
81990,Receiver,234190,0
82049,Zeno Clash 2,215690,1
82051,Jack Lumber,220900,1
82059,Strike Suit Infinity,234160,1
82063,FEZ,224760,1
82086,FEZ,224760,0
82094,Far Cry 3 - Blood Dragon,233270,1
82098,Far Cry 3 - Blood Dragon,233270,0
82148,Ragnarok Online 2,231060,0
82149,Ragnarok Online 2,231060,1
82163,Mini Motor Racing EVO,209520,1
82166,Monaco: What's Yours Is Mine,113020,1
82168,Monaco: What's Yours Is Mine,113020,0
82351,Cry of Fear,223710,1
82364,Cry of Fear,223710,0
82660,Anna - Extended Edition,217690,1
82664,La-Mulana,230700,0
82665,La-Mulana,230700,1
82670,ORION: Prelude,104900,1
82675,ORION: Prelude,104900,0
83126,Starseed Pilgrim,230980,0
83128,Sacred Citadel,207930,1
83129,Age of Empires II HD,221380,1
83164,Age of Empires II HD,221380,0
83222,ShootMania Storm,229870,0
83223,Bridge Project,232950,1
83224,DisplayFusion,227260,1
83225,Kingdom Wars,227180,1
83231,Kingdom Wars,227180,0
83297,Cities in Motion 2,225420,0
83298,Cities in Motion 2,225420,1
83307,Warframe,230410,1
83308,Warframe,230410,0
84349,Ms. Splosion Man,105420,1
84351,BioShock Infinite,8870,1
84359,BioShock Infinite,8870,0
84585,DLC Quest,230050,1
84610,Ultratron,219190,1
84616,Worms Armageddon,217200,1
84622,Organ Trail: Director's Cut,233740,1
84626,Organ Trail: Director's Cut,233740,0
84636,Angry Birds Space,210550,0
84637,Euro Truck Simulator,232010,0
84638,Euro Truck Simulator,232010,1
84647,Sniper: Ghost Warrior 2,34870,0
84648,Sniper: Ghost Warrior 2,34870,1
84661,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,218060,1
84667,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,218060,0
84689,TrackMania² Canyon,228760,0
84690,TrackMania² Canyon,228760,1
84695,Star Conflict,212070,1
84711,Star Conflict,212070,0
84835,Champions of Regnum,222520,1
84851,Sniper Elite: Nazi Zombie Army,227100,1
84852,Sniper Elite: Nazi Zombie Army,227100,0
84865,Tomb Raider,203160,1
84908,Tomb Raider,203160,0
85133,The Showdown Effect,204080,0
85134,The Showdown Effect,204080,1
85140,Arma II: DayZ Mod,224580,1
85144,Arma II: DayZ Mod,224580,0
85209,The Bridge,204240,1
85227,Brutal Legend,225260,1
85236,Brutal Legend,225260,0
85287,RaceRoom Racing Experience,211500,0
85289,RaceRoom Racing Experience,211500,1
85335,Ys I &amp; II Chronicles+,223810,1
85338,Impire,202130,0
85340,Construct 2,227240,0
85345,Proteus,219680,0
85346,Proteus,219680,1
85372,Sonic &amp; All-Stars Racing Transformed,212480,1
85432,Antichamber,219890,1
85447,Antichamber,219890,0
85526,Omerta - City of Gangsters,208520,1
85538,"10,000,000",227580,1
85546,Euro Truck Simulator 2,227300,1
85555,Euro Truck Simulator 2,227300,0
85760,Baldur's Gate: Enhanced Edition,228280,1
85762,Baldur's Gate: Enhanced Edition,228280,0
85768,The Journey Down: Chapter One,220090,1
85770,Dragon Nest,11610,1
85776,Dragon Nest,11610,0
85858,Ace of Spades: Battle Builder,224540,0
85859,Ace of Spades: Battle Builder,224540,1
86096,Waking Mars,227200,1
86099,Everquest ®,205710,1
86102,Party of Sin,212700,1
86105,Dead Pixels,222980,1
86109,Dead Pixels,222980,0
